Depth (ft),Weight on bit (k-lbs),Hook load (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gal/min),ROP (ft/hr)
807.43,6.37,53.93,130.44,83.03,891.22,121.5
808.46,7.85,52.45,136.23,78.66,893.68,119.8
809.49,9.25,51.05,133.41,77.96,892.45,123.79
810.53,10,50.3,133.26,78.81,890.81,119.8
811.54,5.71,54.59,130.44,78.88,873.61,121.5
812.55,4.72,55.58,129.48,85.04,886.92,121.5
813.56,8.35,51.95,130.25,83.73,663.11,121.5
814.58,10.86,49.44,135.7,74.82,835.93,119.8
815.63,6.53,53.77,74.93,91.2,965.68,121.38
816.65,8.51,51.79,78.02,72.96,941.53,120.99
817.67,10.78,49.52,76.76,85.89,922.14,122.11
818.68,8.47,51.83,75.31,88.3,921.74,121.04
819.72,5.38,54.92,68.33,98.95,921.73,124.42
820.74,7.77,52.53,73.36,77.75,865.35,117.65
821.76,9.09,51.21,80.07,73.45,889.28,122.12
822.77,8.51,51.79,76.3,74.48,902.6,122.11
823.81,8.92,51.38,74.51,78.54,864.12,120.36
824.83,8.76,51.54,78.55,70.15,897.9,122.12
825.85,8.55,51.75,79.54,90.1,897.7,122.11
826.88,11.6,48.7,80.65,90.1,898.92,120.43
827.92,11.23,49.07,82.86,87.88,893.8,120.4
828.96,7.56,52.74,75.16,92.45,893.02,124.41
829.98,2,58.3,63.45,117.17,892.03,122.12
831.01,8.02,52.28,81.9,78.48,894.9,120.41
832.03,4.22,56.08,68.37,98.92,894.29,122.11
833.05,7.77,52.53,73.48,79.39,892.86,122.12
834.06,8.39,51.91,75.08,77.26,891.42,122.64
835.1,6.41,53.89,73.1,81.35,893.68,120.41
836.12,6.37,53.93,67.8,93.89,895.72,122.14
837.16,10.74,49.56,79.05,75.12,894.91,120.4
838.17,5.21,55.09,75.5,95.44,895.53,122.11
839.21,4.1,56.2,71.73,99.04,894.71,124.43
840.25,3.03,57.27,62.96,102.95,893.89,120.42
841.27,6.12,54.18,66.73,76.01,890.82,122.11
842.3,8.76,51.54,74.89,62.77,891.23,120.4
843.32,7.97,52.33,78.93,82.75,891.64,122.12
844.34,5.91,54.39,73.86,102.67,891.23,122.12
845.36,7.07,53.23,71.31,105.91,894.71,122.14
846.39,1.6,58.8,125.9,96.91,926.42,73.2
847.43,8.4,52,131.47,73.9,915.3,116.65
848.45,2.76,57.64,128.23,88.79,903.84,122.11
849.46,9.19,51.21,137.64,80,839.75,122.12
850.5,10.01,50.39,146.79,77.26,903.13,116.65
851.54,11.17,49.23,140.58,85.04,896.8,120.4
852.58,9.93,50.47,142.18,82.57,897.82,120.4
853.61,11.37,49.03,145.08,79.3,858.05,120.4
854.65,10.43,49.97,143.63,82.14,850.46,120.4
855.67,7.42,52.98,135.66,89.58,859.46,122.11
856.68,10.01,50.39,136.96,88.43,863.35,118.18
857.7,8.4,52,133.3,93.15,861.92,122.12
858.74,10.88,49.52,138.71,86.41,861.1,109.81
859.78,7.66,52.74,145.42,77.47,856.81,116.65
860.81,11.29,49.11,148.47,79.79,868.47,109.79
861.83,10.67,49.73,146.83,78.27,848,122.11
862.85,9.81,50.59,146.26,81.84,865.81,114.49
863.87,10.43,49.97,138.79,88.18,827.52,122.11
864.88,11.29,49.11,140.46,85.28,860.89,122.12
865.9,9.06,51.34,138.25,88.88,860.48,118.18
866.92,7.37,53.03,140.66,86.72,862.32,122.11
867.94,7.95,52.45,141.15,83.42,841.24,122.11
868.95,10.96,49.44,139.97,83.06,835.71,120.4
869.97,9.97,50.43,146.45,82.35,863.76,122.11
870.99,8.45,51.95,140.46,89.62,859.46,122.11
872.01,10.18,50.22,136.65,93.09,859.25,122.11
873.02,8.73,51.67,144.35,88.88,857.2,120.41
874.04,10.14,50.26,141.99,86.56,855.15,114.5
875.08,6.92,53.48,140.73,88.21,857.81,124.42
876.12,10.96,49.44,140.2,90.9,858.02,116.65
877.13,8.98,51.42,146.76,83.94,859.04,122.15
878.15,9.48,50.92,142.07,87.66,858.43,124.89
879.15,7.17,53.23,131.51,85.92,877.33,121.55
880.17,4.03,56.37,127.5,87.85,875.08,122.11
881.19,8.2,52.2,132.61,84.76,872,122.12
882.21,7.42,52.98,130.44,87.69,873.44,122.04
883.24,6.8,53.6,134.75,83.03,873.64,120.42
884.26,7.17,53.23,132.57,87.08,874.87,122.11
885.28,5.11,55.29,134.63,82.02,872.41,120.4
886.33,6.55,53.85,132.95,89.31,873.23,122.64
887.37,7.46,52.94,136.84,81.19,871.59,119.68
888.39,7.7,52.7,135.66,85.68,837.93,122.11
889.41,6.01,54.39,131.39,89.98,823.24,122.12
890.42,2.76,57.64,128.76,94.92,824.26,126.25
891.44,5.15,55.25,134.21,88.52,822.83,118.18
892.46,7.37,53.03,130.13,90.38,825.29,120.91
893.48,8.53,51.87,140.96,79.18,826.31,122.11
894.49,7,53.4,133.91,86.41,824.68,122.11
895.53,7,53.4,132.53,86.69,823.44,119.93
896.55,7.95,52.45,139.66,77.72,825.7,122.12
897.57,11.74,48.66,140.46,82.02,825.49,120.4
898.6,10.14,50.26,138.56,81.16,820.99,120.4
899.62,11.09,49.31,135.32,80,823.85,122.12
900.64,9.93,50.47,133.6,84.83,824.67,122.11
901.67,12.16,48.24,134.29,81.93,842.5,120.42
902.69,8.36,52.04,129.1,86.81,838.62,122.12
903.71,9.15,51.25,131.43,84.92,840.06,120.4
904.75,13.06,47.34,143.1,74.7,841.08,120.4
905.78,11.42,48.98,140.16,77.66,841.49,124.41
906.8,14.67,45.73,146.37,72.87,837.8,114.49
907.84,9.77,50.63,137.45,77.2,839.03,113.12
908.86,10.55,49.85,151.1,61.03,840.46,122.11
909.86,9.39,51.01,201.01,72.87,870.29,106.64
910.89,13.19,47.21,229.64,73.08,856.65,109.81
911.93,13.81,46.59,228.76,69.33,870.45,113.12
912.95,12.94,47.46,221.71,69.39,873.09,99
913.98,11.46,48.94,241.72,76.1,858.24,112.63
915,12.98,47.42,235.97,84.12,859.69,104.69
916.04,9.06,51.34,178.09,68.32,859.28,116.65
917.06,14.47,45.93,187.28,63.53,860.92,96.4
918.08,11.91,48.49,185.19,81.35,859.69,96.43
919.09,12.86,47.54,183.32,87.51,860.3,120.4
920.13,12.57,47.83,192.12,77.01,862.76,113.11
921.15,12.2,48.2,205.16,62,861.74,89.4
922.17,14.8,45.6,206.23,63.04,860.1,87.26
923.2,16.07,44.33,183.89,83.67,857.43,95.73
924.22,16.49,43.91,176.99,95.38,856.2,107.12
925.24,14.96,45.44,170.01,102.58,855.39,114.48
926.28,12.03,48.37,164.67,90.87,856.82,109.8
927.29,14.22,46.18,171.99,89.71,854.98,121.79
928.31,13.19,47.21,167.46,97.36,857.02,118.18
929.33,15.66,44.74,170.58,89.95,855.59,118.18
930.35,15.29,45.11,169.06,94.56,855.18,111.03
931.36,15.04,45.36,173.18,86.44,854.77,96.44
932.38,16.69,43.71,181.72,76.62,855.8,114.49
933.4,16.4,44,197.88,72.93,853.14,79.62
934.42,17.68,42.72,172.68,95.29,853.34,79.68
935.44,16.24,44.16,170.09,102.37,849.25,86.82
936.47,16.9,43.5,173.86,93.15,853.95,106.65
937.49,16.53,43.87,173.86,93.31,855.18,111.04
938.51,12.45,47.95,172.22,97.55,854.16,106.67
939.55,16.94,43.46,176,94.01,853.34,113.12
940.55,13.39,47.01,194.75,64.05,873.3,89.39
941.57,14.8,45.6,229.98,76.04,824.25,60.11
942.58,14.26,46.14,235.01,76.31,863.96,61.25
943.6,16.53,43.87,250.46,78.94,852.12,79.67
944.62,2.96,57.44,146.72,116.68,850.27,31.58
945.66,15.46,44.94,168.98,91.63,850.48,113.07
946.69,14.8,45.6,162.65,100.63,850.89,109.79
947.71,12.82,47.58,163.57,100.48,855.39,104.67
948.75,12.53,47.87,158.92,101.27,854.36,116.65
949.77,7.58,52.82,153.08,98.04,852.11,117.06
950.8,5.11,55.29,155.64,78.14,854.36,124.43
951.84,6.47,53.93,143.06,94.71,851.29,120.43
952.88,4.57,55.83,143.71,94.01,855.18,124.42
953.91,10.43,49.97,146.91,91.26,856.61,116.6
954.95,12.16,48.24,152.09,82.05,858.86,113.12
955.99,13.31,47.09,149.35,85.68,855.59,120.34
957.03,14.43,45.97,148.47,85.22,858.45,103.7
958.06,12.9,47.5,149.65,86.9,777.57,120.41
959.08,14.59,45.81,161.24,75.46,857.02,118.18
960.12,10.01,50.39,146.98,88.97,852.92,120.4
961.15,10.01,50.39,150.38,86.17,853.74,120.4
962.17,12.28,48.12,149.31,90.84,844.12,122.12
963.19,6.51,53.89,145.38,96.21,852.52,122.11
964.23,8.4,52,141.99,97.61,851.9,120.4
965.24,8.94,51.46,142.64,95.41,841.87,122.11
966.26,7.83,52.57,143.21,93.64,839.61,122.11
967.28,8.4,52,143.97,93.76,850.26,122.11
968.3,5.6,54.8,139.63,96.14,788.01,122.11
969.31,3.58,56.82,137.07,100.29,850.67,122.13
970.35,5.15,55.25,138.48,103.1,850.87,120.41
971.37,8.49,51.91,140.77,99.87,849.85,122.11
972.39,6.55,53.85,138.71,100.26,852.71,122.11
973.4,15.71,47.09,136.61,68.53,852.36,74.65
974.42,8.5,54.3,145.99,87.78,847.22,122.12
975.45,9.9,52.9,135.13,93.25,808.05,124.43
976.47,11.34,51.46,166.58,51.05,862.32,118.13
977.49,9.61,53.19,165.63,79.85,863.34,122.12
978.51,8.41,54.39,177.48,33.69,863.96,122.12
979.52,13.65,49.15,162.58,66.49,748.44,143.56
980.54,9.65,53.15,171.04,67.65,747.62,53.88
981.56,8.5,54.3,134.44,107.04,838.74,118.21
982.58,12.45,50.35,123.96,86.47,845.7,118.2
983.61,6.68,56.12,118.24,86.23,846.73,124.45
984.63,5.82,56.98,119.15,86.26,844.68,122.12
985.67,7.3,55.5,115.61,89.83,820.52,120.43
986.71,4.95,57.85,118.12,85.41,846.52,120.42
987.72,5.49,57.31,117.67,83.7,810.89,122.12
988.76,3.46,59.34,116.79,83.94,822.98,120.42
989.8,5.28,57.52,116.14,83.85,833.49,120.4
990.82,8.04,54.76,149,51.05,754.27,122.11
991.85,7.75,55.05,128.61,78.51,814.06,120.4
992.89,7.26,55.54,156.97,55.32,882.86,120.4
993.91,2.76,60.04,157.81,54.86,885.11,122.11
994.92,4.58,58.22,160.63,50.56,801.16,122.65
995.96,2.35,60.45,160.25,50.84,814.67,120.41
996.98,0.78,62.02,180.08,69.85,791.94,122.15
998,7.71,55.09,157.58,114.42,888.79,116.65
999.01,10.1,52.7,157.01,110.12,887.77,122.11
1000.03,9.32,53.48,153.12,112.13,865,122.11
1001.09,3.01,59.79,159.6,78.88,686.03,122.64
1002.13,4.95,57.85,126.59,80.55,856.19,120.42
1003.16,9.4,53.4,133.95,87.08,682.13,120.4
1004.18,8,54.8,117.74,75.98,853.16,41.17
1005.22,13.11,49.69,126.28,62.8,850.43,103.71
1006.24,6.85,55.95,115.07,79.52,848.62,104.66
1007.26,13.28,49.52,134.44,68.59,860.92,104.7
1008.29,10.72,52.08,133.64,75.61,863.79,120.42
1009.33,10.27,52.53,139.17,81.74,863.58,106.66
1010.37,11.18,51.62,143.97,75.46,864.39,120.36
1011.38,5.94,56.86,131.58,88.91,861.53,122.07
1012.42,11.92,50.88,134.17,72.19,862.76,120.4
1013.44,8.74,54.06,128.57,79.76,865.21,122.11
1014.47,9.69,53.11,130.02,84.28,865.62,120.4
1015.49,8.7,54.1,130.29,81.5,865.83,111.02
1016.51,5.86,56.94,127.65,85.22,864.19,122.12
1017.55,10.68,52.12,134.78,76.28,862.14,120.42
1018.58,9.24,53.56,127.88,85.83,790.89,120.4
1019.6,7.67,55.13,128.61,83.03,851.7,122.11
1020.62,11.34,51.46,157.54,51.08,864.6,101.77
1021.66,8.21,54.59,138.6,75.73,858.04,120.4
1022.67,6.97,55.83,145.84,63.77,842.68,122.12
1023.71,10.19,52.61,141.65,63.62,724.73,120.4
1024.75,10.56,52.24,145.92,71.65,880.77,120.47
1025.77,10.39,52.41,133.45,87.91,842.08,122.23
1026.8,10.72,52.08,133.56,92.21,865.21,120.5
1027.84,10.64,52.16,133.45,87.48,736.41,120.51
1028.86,10.97,51.83,134.67,86.59,775.52,122.23
1029.88,11.51,51.29,132.34,87.27,867.25,120.51
1030.92,13.49,49.31,138.18,82.6,762.83,120.51
1031.93,14.14,48.66,144.89,74.76,841.45,107.81
1032.95,16.25,46.55,152.36,66.18,829.78,114.55
1033.97,16.66,46.14,160.21,65.48,686.87,83.26
1035.01,15.92,46.88,167.84,56.02,856.61,95.74
1036.03,15.18,47.62,164.45,80.31,860.5,91.59
1037.05,0.83,61.97,115.99,91.9,807.26,40.71
1038.09,2.02,60.78,121.33,89.16,691.96,120.5
1039.15,2.06,60.74,129.9,76.74,693.39,122.72
1040.17,1.82,60.98,125.48,83.79,873,122.15
1041.2,1.03,61.77,122.85,91.69,890.64,120.48
1042.22,1.77,61.03,116.18,88.64,870.99,122.71
1043.24,3.11,61.19,119.95,87.36,787.65,122.18
1044.28,2.66,61.64,119.42,88.24,826.96,120.5
1045.3,1.42,62.88,120.3,83.7,799.52,122.21
1046.31,2.7,61.6,120.37,84.98,893.1,122.72
1047.35,2.9,61.4,131.66,76.77,893.92,120.47
1048.39,12.76,51.54,131.2,70.85,894.33,116.72
1049.43,18.33,45.97,163.64,63.8,892.69,109.85
1050.44,16.84,47.46,193.38,64.99,892.49,66.57
1051.46,19.44,44.86,163.03,91.66,730.51,52.54
1052.5,15.32,48.98,157.62,95.23,890.02,109.86
1053.52,22.57,41.73,160.44,91.63,696.52,111.09
1054.53,21.67,42.63,172.45,83.91,702.46,93.95
1055.55,21.83,42.47,198.64,70.97,896.16,101.79
1056.57,24.88,39.42,220.11,70.33,893.7,106.69
1057.59,24.68,39.62,222.4,68.05,895.75,96.43
1058.61,21.67,42.63,234.1,74.18,892.88,101.79
1059.62,16.3,48,233.03,81.16,893.5,120.51
1060.66,15.89,48.41,226.97,82.32,893.29,120.5
1061.7,16.55,47.75,237.04,75.21,891.45,124.54
1062.74,11.85,52.45,226.32,82.66,891.65,120.51
1063.77,13.91,50.39,231.96,78.57,896.57,120.5
1064.79,18.61,45.69,240.92,73.35,845.17,122.23
1065.83,13.75,50.55,228,89.83,809.53,120.51
1066.85,12.06,52.24,135.81,77.87,862.09,122.21
1067.87,6.82,57.48,193.5,75.06,863.72,91.63
1068.87,7.27,57.03,206.15,79.27,800.5,91.65
1069.89,9.21,55.09,208.82,76.22,862.75,120.45
1070.91,14.61,49.69,211.07,69.69,786.57,118.26
1071.92,14.53,49.77,214.5,67.74,725.55,122.23
1072.96,14,50.3,170.74,109.36,803.77,120.51
1073.98,15.69,48.61,150.26,91.96,890.37,122.23
1075,10.41,53.89,145.27,95.78,873.98,122.23
1076.02,9.91,54.39,136,105.97,817.26,122.18
1077.06,12.39,51.91,146.34,89.65,856.36,120.5
1078.09,11.03,53.27,137.8,95.5,864.97,120.48
1079.13,15.4,48.9,144.54,80.98,890.37,120.5
1080.15,18.08,46.22,144.12,81.74,872.18,122.23
1081.19,12.84,51.46,135.78,89.34,774.92,120.51
1082.22,19.23,45.07,153.92,67.34,621.56,120.5
1083.24,15.4,48.9,140.62,85.19,848.64,122.23
1084.28,8.1,56.2,135.62,92.03,848.23,120.51
1085.3,13.67,50.63,135.89,87.91,845.77,122.23
1086.34,13.42,50.88,140.81,82.96,819.56,120.51
1087.37,11.11,53.19,135.78,86.75,803.18,120.5
1088.41,11.69,52.61,136.16,90.29,830,124.54
1089.45,13.71,50.59,141.91,83.85,837.99,120.5
1090.47,14.82,49.48,136.54,89.22,812.43,114.56
1091.49,15.4,48.9,142.71,87.14,797.89,99.03
1092.51,2.78,61.52,126.66,103.77,858.7,64.62
1093.52,15.03,49.27,135.7,91.14,843.76,43.62
1094.56,19.4,44.9,142.29,84.76,854.82,113.14
1095.67,20.92,43.38,152.4,91.45,855.03,117.93
1096.75,13.58,50.72,144.09,87.66,854.82,104.63
1097.79,15.44,48.86,153.27,80.46,837.21,103.62
1098.9,18.82,45.48,151.71,85.1,638.38,126.37
1099.94,13.83,50.47,154.49,80.07,746.9,133.31
1100.96,12.22,52.08,150.07,111.34,725.08,93.93
1101.99,16.59,47.71,151.83,106.18,738.38,143.55
1103.01,10.41,53.89,152.74,111.16,659.34,89.35
1104.05,10.41,53.89,171.19,82.6,583.37,115.2
1105.08,9.09,55.21,132.04,104.29,803.69,33.64
1106.1,17.91,46.39,152.82,92.64,903.81,164.14
1107.12,13.17,51.13,148.62,103.38,651.96,135.73
1108.18,10,54.3,128.19,95.44,819.86,105.62
1109.21,13.5,50.8,133.22,79.03,667.11,106.6
1110.27,11.19,53.11,132.31,96.24,747.38,152.1
1111.31,4.39,59.91,122.81,104.38,700.28,219.52
1112.38,8.72,55.58,125.52,103.53,725.67,110.62
1113.4,2.94,61.36,124.6,101.58,798.37,87.24
1114.46,13.09,51.21,133.56,89.28,899.72,127.09
1115.51,16.76,47.54,132.92,92.7,745.75,100.07
1116.63,17.71,46.59,131.54,93.64,623.3,143.18
1117.72,19.64,44.66,137.45,85.74,743.29,109.44
1118.85,19.31,44.99,130.09,96.24,861.64,101.96
1119.93,11.23,53.07,135.2,87.82,801.85,113.82
1120.96,8.8,55.5,122.58,100.87,886.42,30.6
1121.98,4.06,60.24,122.43,103.96,895.63,111.08
1123,7.32,56.98,133.72,89.95,869.42,118.26
1124.02,9.58,54.72,134.97,87.88,864.1,101.81
1125.06,8.47,55.83,138.1,87.02,862.66,98.26
1126.09,11.48,52.82,137.38,85.16,886.42,93.34
1127.11,13.01,51.29,137.68,85.71,866.76,122.23
1128.13,12.47,51.83,136.31,85.22,888.05,118.27
1129.17,11.89,52.41,134.52,86.78,866.38,120.48
1130.19,10.37,53.93,130.36,93.43,723.06,122.21
1131.2,7.81,56.49,131.28,93.89,764.01,126.81
1131.2,7.81,56.49,131.28,93.89,764.01,126.81
1132.22,9.21,55.09,128.57,87.6,641.64,62.8
1133.25,12.1,52.2,131.96,81.77,648.79,120.47
1134.27,13.17,51.13,133.6,74.6,639.58,118.27
1135.31,9.95,54.35,121.71,89.37,891.02,124.53
1136.33,9.58,54.72,129.98,78.91,817.71,122.17
1137.35,14.86,49.44,134.71,70.64,568.1,114.5
1138.36,9.79,54.51,132.5,88.33,893.67,122.21
1139.38,15.77,48.53,140.46,81.07,895.31,109.82
1140.42,11.69,52.61,141.27,81.13,897.56,100.93
1141.48,11.93,52.37,153.16,66.4,819.75,118.87
1142.51,17.79,46.51,148.05,88.43,666.99,84.81
1143.55,16.18,48.12,145.69,90.32,791.08,98.25
1144.57,13.87,50.43,144.58,90.41,782.69,111.09
1145.61,10.2,54.1,136.96,99.38,708.36,120.51
1146.64,12.72,51.58,139.97,95.26,786.37,120.51
1147.66,4.55,59.75,133.83,102.64,776.54,126.83
1148.68,16.92,47.38,148.78,87.11,877.29,111.06
1149.7,18.16,46.14,147.67,88.09,862.54,114.57
1150.74,10.12,54.18,139.55,97.46,857.83,113.19
1151.77,15.48,48.82,147.9,92.76,864.39,120.44
1152.79,11.4,52.9,137.76,92.39,892.85,122.21
1153.81,9.62,54.68,145.8,91.72,770.2,122.2
1154.83,10.61,53.69,134.59,92.51,844.12,120.48
1155.87,8.43,55.87,130.25,96.85,866.23,124.48
1156.92,8.51,55.79,135.05,96.02,813.41,122.66
1157.96,9.21,55.09,132.5,97.27,888.35,120.44
1158.98,15.64,48.66,135.66,95.35,850.05,118.21
1160.01,13.05,51.25,138.29,83.7,854.15,93.34
1161.03,12.47,51.83,143.51,77.72,858.25,115.24
1162.07,16.26,48.04,139.44,81.32,878.52,116.73
1163.09,13.83,50.47,135.39,71.68,857.2,100
1164.11,9.01,55.29,125.37,93.46,847.2,122.2
1165.13,14.04,50.26,140.92,69.75,846.18,96.4
1166.15,13.5,50.8,139.7,72.65,849.05,107.81
1167.17,20.02,44.28,143.74,89.52,844.54,87.23
1168.18,18.94,45.36,156.21,70.36,838,77.75
1169.2,18.33,45.97,155.22,89.49,842.3,101.82
1170.22,15.64,48.66,150,92.61,842.3,113.18
1171.26,19.6,44.7,154.95,86.84,842.71,106.7
1172.27,19.44,44.86,149.23,94.19,844.34,81.41
1173.29,19.44,44.86,154.27,90.2,844.14,70.42
1174.31,16.06,48.24,153.62,90.35,841.07,106.71
1175.35,16.35,47.95,156.44,87.69,841.27,109.85
1176.39,15.03,49.27,144.32,102.25,799.91,120.51
1177.4,15.48,48.82,155.87,87.97,842.7,122.23
1178.42,8.55,55.75,136,110.67,842.5,122.23
1179.46,8.92,55.38,133.49,113.08,841.69,120.51
1180.48,11.69,52.61,136.54,110.94,844.35,122.21
1181.5,7.52,56.78,134.67,112.04,796.84,122.2
1182.53,10.28,54.02,135.43,109.93,840.66,120.48
1183.55,13.87,50.43,141.91,104.2,682.38,122.23
1184.57,14,50.3,142.6,98.55,842.09,107.82
1185.59,12.39,51.91,138.48,108.23,826.94,118.27
1186.63,8.02,56.28,128,119.33,844.76,129.08
1187.65,11.97,52.33,133.95,112.5,632.83,118.26
1188.68,12.59,51.71,137.45,110.58,831.45,120.51
1189.7,10.86,53.44,131.47,110.36,839.44,122.17
1190.72,14.9,49.4,132.27,79.18,828.39,113.17
1191.74,14.82,49.48,134.36,86.75,823.47,101.81
1192.76,10.37,53.93,123.08,98.52,819.37,122.15
1193.77,16.06,48.24,135.85,88.94,731.73,120.45
1194.79,7.32,56.98,119.76,104.17,842.71,51.6
1195.8,14.78,49.52,140.69,82.35,858.25,95.77
1196.81,15.52,48.78,139.36,84.15,682.15,89.31
1197.85,18.33,45.97,145,85.22,757.71,81.15
1198.87,20.06,44.24,143.67,88.79,873.59,71.79
1199.89,21.67,42.63,151.98,78.17,872.17,57.23
1200.9,5.38,58.92,119.42,103.16,883.64,14.12
1201.92,12.43,51.87,132.15,84.03,701.6,79.63
1202.94,13.54,50.76,133.56,84.28,880.36,70.41
1203.95,8.51,55.79,124.83,94.5,831.22,107.81
1204.97,11.11,53.19,132.65,86.17,786.98,120.51
1206.01,11.85,52.45,128.26,88.12,770.81,120.51
1207.03,14.04,50.26,141.27,72.38,673.96,107.81
1208.05,14.45,49.85,139.47,76.89,815.66,101.79
1209.07,13.13,51.17,135.62,82.84,881.18,91.61
1210.08,18.04,46.26,139.93,77.66,876.26,55.48
1211.1,13.05,51.25,141.65,84.37,876.46,73.27
1212.16,14.2,50.1,142.1,84.12,878.31,122.74
1213.19,20.55,43.75,145,77.38,873.2,79.41
1214.21,20.92,43.38,149.08,74.67,869.3,74.72
1215.25,18.94,45.36,145.19,76.13,870.12,70.09
1216.27,19.36,44.94,144.96,75.25,863.16,85.16
1217.28,21.17,43.13,147.94,72.99,862.14,72.76
1218.3,19.89,44.41,144.05,77.69,860.5,84.8
1219.32,17.75,46.55,144.01,74.33,861.53,98.3
1220.35,20.18,44.12,141.3,75.79,857.43,83.93
1221.37,20.18,44.12,140.12,78.05,861.11,89.34
1222.39,20.35,43.95,144.12,74.02,859.68,89.19
1223.41,20.92,43.38,142.37,75.34,857.64,66.93
1224.44,23.31,40.99,146.26,72.26,857.84,74.67
1225.46,21.05,43.25,145.12,72.9,857.23,89.3
1226.48,20.35,43.95,144.51,76.31,857.23,62.07
1227.48,13.95,50.35,99.21,88.67,823.89,38.55
1228.5,14,50.3,101.84,82.84,827.08,69.1
1229.53,13.25,51.05,116.64,73.45,829.13,65.47
1230.55,14.33,49.97,138.02,89.89,835.88,67.85
1231.59,13.29,51.01,141.34,82.9,831.38,52.52
1232.6,14.41,49.89,133.07,92.76,830.15,56.31
1233.62,13.46,50.84,138.94,89.58,831.17,54.65
1234.64,20.18,44.12,147.37,78.69,825.24,71.81
1235.66,21.21,43.09,146.64,80.25,830.56,63.12
1236.67,21.46,42.84,158.08,73.17,831.38,93.23
1237.69,21.62,42.68,148.97,80.86,833.83,73.12
1238.71,23.27,41.03,192.77,76.95,822.23,83.24
1239.73,21.5,42.8,171.54,104.57,820.61,96.37
1240.76,21.38,42.92,168.26,94.44,815.29,116.73
1241.8,21.34,42.96,171.96,86.56,820.41,93.33
1242.84,21.17,43.13,180.11,83.18,821.02,109.84
1243.86,16.47,47.83,167,92.61,817.34,122.23
1244.87,21.21,43.09,174.85,88.27,819.18,111.08
1245.89,17.62,46.68,173.9,90.41,814.26,116.73
1246.93,20.96,43.34,170.35,91.51,815.69,109.85
1247.95,21.29,43.01,170.74,92.06,814.67,111.09
1248.97,22.2,42.1,176.38,89.22,816.31,114.56
1249.98,23.03,41.27,180.27,81.99,814.26,73.01
1251,22.94,41.36,172.18,88.27,815.49,71.77
1252.04,20.92,43.38,181.11,82.02,816.31,77.76
1253.05,22.24,42.06,171.69,87.66,815.9,101.81
1254.07,23.48,40.82,171.54,89.8,812.42,79.61
1255.11,22.12,42.18,182.21,81.84,813.04,100.93
1256.13,22.41,41.89,178.28,81.96,813.04,69.09
1257.14,23.11,41.19,176.95,91.11,811.81,60.03
1258.16,23.52,40.78,173.25,95.56,830.42,71.74
1259.16,16.06,48.24,162.88,86.14,876.94,57.97
1260.18,17.91,46.39,154.19,75.43,874.48,116.72
1261.2,18.61,45.69,172.57,81.53,876.11,87.24
1262.22,17.42,46.88,167.57,87.54,873.94,99.04
1263.26,18.33,45.97,170.35,86.69,860.5,113.18
1264.27,18.66,45.64,161.85,96.39,867.27,104.72
1265.31,16.43,47.87,159.11,98.86,866.65,93.35
1266.35,20.63,43.67,163.8,90.29,867.04,91.05
1267.39,18.7,45.6,174.62,82.23,864.18,103.72
1268.42,17.29,47.01,163.68,93.12,862.34,120.51
1269.44,18.41,45.89,155.37,101.88,865.61,122.21
1270.48,18.37,45.93,162.81,85.5,864.17,113.21
1271.52,18.28,46.02,166.28,80.68,865.2,116.73
1272.54,18.86,45.44,163.68,83.64,863.56,118.27
1273.55,20.68,43.62,167.76,79.82,863.97,122.21
1274.59,16.72,47.58,157.81,91.38,863.35,120.51
1275.63,12.22,52.08,158.19,90.93,859.66,120.5
1276.65,20.18,44.12,163.84,82.87,863.35,118.27
1277.67,16.92,47.38,161.74,85.77,861.71,104.73
1278.7,14.53,49.77,156.17,90.35,863.55,120.51
1279.72,18.94,45.36,169.55,76.4,862.94,122.23
1280.76,17.09,47.21,167.95,80.89,861.3,120.51
1281.78,20.88,43.42,167.69,78.75,862.32,115.27
1282.81,18.86,45.44,167.3,79.82,857,91.03
1283.83,17.87,46.43,150.26,96.88,859.66,85.18
1284.85,19.69,44.61,163.38,83.51,855.77,77.94
1285.87,19.27,45.03,164.67,82.66,858.84,89.36
1286.88,20.14,44.16,162.84,83.97,860.89,79.6
1287.92,17.09,47.21,159.37,87.48,862.32,100.92
1288.94,19.07,45.23,160.06,89.25,864.57,91.6
1289.96,17.01,47.29,160.82,86.32,863.75,114.57
1290.99,12.47,51.83,109.77,79.12,867.65,73.32
1292.02,14.08,50.22,133.07,85.28,867.86,109.85
1293.06,12.06,52.24,167.15,83.85,868.07,113.18
1294.1,16.18,48.12,167.34,76.86,867.86,95.73
1295.12,17.09,47.21,165.97,77.32,868.67,96.45
1296.15,8.3,56,172.41,81.56,867.24,95.73
1297.17,15.36,48.94,157.16,95.32,865.4,111.05
1298.19,10.37,53.93,159.76,78.94,871.13,85.23
1299.21,17.38,46.92,147.4,90.99,869.09,95.72
1300.22,16.72,47.58,147.4,91.17,869.7,85.17
1301.24,14.33,49.97,153.27,86.47,872.37,74.78
1302.26,19.48,44.82,160.71,78.51,870.52,116.4
1303.3,11.07,53.23,150.76,87.08,871.75,116.73
1304.32,16.06,48.24,155.98,78.81,871.34,114.55
1305.35,19.69,44.61,160.94,75.55,876.25,109.85
1306.37,6.99,57.31,137.57,102.19,875.64,122.21
1307.39,7.77,56.53,141.61,98.07,875.84,114.56
